index,pred,opt_pred
129,0.031298609,0
130,0.040683448,0
131,0.048303187,0
132,0.050063149,0
133,0.025446053,0
134,0.044914985,0
135,0.036807899,0
136,0.037340401,0
137,0.042987548,0
138,0.036236395,0
139,0.04342028,0
140,0.042113686,0
141,0.038354116,0
142,0.034046896,0
143,0.045182568,0
144,0.044308598,0
145,0.041155127,0
146,0.043742792,0
147,0.044280707,0
148,0.032157594,0
149,0.036612812,0
150,0.04235277,0
151,0.097117666,0
152,0.044317845,0
153,0.028222131,0
154,0.042156455,0
155,0.041628082,0
156,0.019220555,0
157,0.039374815,0
158,0.026885657,0
159,0.053277911,0
160,0.047518654,0
161,0.042163528,0
162,0.029897565,0
163,0.023623677,0
164,0.043556115,0
165,0.043871998,0
166,0.040386124,0
167,0.030364801,0
168,0.046160006,0
169,0.032906723,0
170,0.046250013,0
171,0.042987548,0
172,0.034587039,0
173,0.018565022,0
174,0.029753934,0
175,0.033608778,0
176,0.043918474,0
177,0.042656731,0
178,0.028221836,0
179,0.043024288,0
180,0.023220637,0
181,0.022139116,0
182,0.027184231,0
183,0.047270988,0
184,0.043960582,0
185,0.035181489,0
186,0.044439642,0
187,0.035611005,0
188,0.046929047,0
189,0.047088629,0
190,0.029595764,0
191,0.033455452,0
192,0.025439748,0
193,0.052894985,0
194,0.048978674,0
195,0.028728298,0
196,0.048091735,0
197,0.034779371,0
198,0.044116806,0
199,0.094119992,0
200,0.041126579,0
201,0.037298592,0
202,0.040652079,0
203,0.035667749,0
204,0.034685774,0
205,0.04851903,0
206,0.034726937,0
207,0.05309805,0
208,0.025979858,0
209,0.0362229,0
210,0.040425131,0
211,0.042732236,0
212,0.023371146,0
213,0.039026305,0
214,0.08026212,0
215,0.117164721,0
216,0.053429973,0
217,0.042295412,0
218,0.082941077,0
219,0.047356039,0
220,0.038511536,0
221,0.033588554,0
222,0.066098708,0
223,0.043624643,0
224,0.039972361,0
225,0.037439637,0
226,0.040282437,0
227,0.04766051,0
228,0.035807132,0
229,0.034442559,0
230,0.053409493,0
231,0.039556451,0
232,0.064244114,0
233,0.044389197,0
234,0.040188162,0
235,0.04066186,0
236,0.034608468,0
237,0.03013061,0
238,0.046216864,0
239,0.044136977,0
240,0.047457491,0
241,0.035922619,0
242,0.026314134,0
243,0.066977664,0
244,0.030192097,0
245,0.042124559,0
246,0.040261933,0
247,0.037214035,0
248,0.056446217,0
249,0.078278918,0
250,0.036304547,0
251,0.028909763,0
252,0.042979659,0
253,0.047715007,0
254,0.045739651,0
255,0.037488836,0
256,0.036764272,0
257,0.03213989,0
258,0.053810962,0
259,0.036759239,0
260,0.044802333,0
261,0.038630928,0
262,0.081483909,0
263,0.044718454,0
264,0.04421216,0
265,0.056077908,0
266,0.052139997,0
267,0.039823458,0
268,0.033674263,0
269,0.034061475,0
270,0.046703457,0
271,0.034190047,0
272,0.046026749,0
273,0.051581549,0
274,0.080750122,0
275,0.045357942,0
276,0.04055621,0
277,0.05169255,0
278,0.039511842,0
279,0.043253517,0
280,0.042499906,0
281,0.042427674,0
282,0.058788058,0
283,0.048850661,0
284,0.042094528,0
285,0.12339217,0
286,0.058494123,0
287,0.05261198,0
288,0.043044451,0
289,0.0466354,0
290,0.043140144,0
291,0.045251193,0
292,0.042230732,0
293,0.045974398,0
294,0.052480011,0
295,0.03438681,0
296,0.050614432,0
297,0.047486144,0
298,0.037183196,0
299,0.044183765,0
300,0.048714793,0
301,0.041188567,0
302,0.038913856,0
303,0.031988605,0
304,0.044832418,0
305,0.053973808,0
306,0.125035927,0
307,0.048353166,0
308,0.07173837,0
309,0.047581924,0
310,0.046669043,0
311,0.044313878,0
312,0.043591746,0
313,0.052762501,0
314,0.053690515,0
315,0.042457556,0
316,0.044855952,0
317,0.045036631,0
318,0.062805414,0
319,0.080582207,0
320,0.065338345,0
321,0.076213353,0
322,0.041255371,0
323,0.038108372,0
324,0.044183765,0
325,0.094671127,0
326,0.040550369,0
327,0.041730864,0
328,0.0510015,0
329,0.039706365,0
330,0.049485242,0
331,0.055724502,0
332,0.05734795,0
333,0.060317844,0
334,0.023815404,0
335,0.03924721,0
336,0.048845217,0
337,0.044561605,0
338,0.038044289,0
339,0.084773152,0
340,0.041573502,0
341,0.038979798,0
342,0.041474347,0
343,0.049706369,0
344,0.03837383,0
345,0.065977679,0
346,0.044052299,0
347,0.04114537,0
348,0.047013269,0
349,0.141808535,0
350,0.038540638,0
351,0.043283951,0
352,0.06448471,0
353,0.070050569,0
354,0.044223856,0
355,0.074555922,0
356,0.040495745,0
357,0.045348459,0
358,0.053431809,0
359,0.062218268,0
360,0.055988078,0
361,0.038523615,0
362,0.043100539,0
363,0.043069281,0
364,0.074965028,0
365,0.048462217,0
366,0.102450164,0
367,0.071849594,0
368,0.049720209,0
369,0.062181989,0
370,0.062359666,0
371,0.048303334,0
372,0.045345204,0
373,0.065313542,0
374,0.076431671,0
375,0.052816743,0
376,0.078686918,0
377,0.041723817,0
378,0.074590709,0
379,0.060427168,0
380,0.11309287,0
381,0.044513747,0
382,0.025927878,0
383,0.050730295,0
384,0.030005037,0
385,0.048112762,0
386,0.035610565,0
387,0.075939026,0
388,0.1504146,0
389,0.048578476,0
390,0.079531357,0
391,0.088221138,0
392,0.07189542,0
393,0.100590661,0
394,0.048590107,0
395,0.044550389,0
396,0.056743913,0
397,0.055630744,0
398,0.075515626,0
399,0.060339713,0
400,0.050332704,0
401,0.038513163,0
402,0.047517686,0
403,0.040967835,0
404,0.045986797,0
405,0.049107103,0
406,0.055042987,0
407,0.059321867,0
408,0.053082103,0
409,0.06691828,0
410,0.086082064,0
411,0.047931297,0
412,0.027237398,0
413,0.167128697,0
414,0.060314217,0
415,0.070004158,0
416,0.060765942,0
417,0.086356377,0
418,0.067263256,0
419,0.064847607,0
420,0.077065459,0
421,0.038793086,0
422,0.047442374,0
423,0.080083985,0
424,0.064696634,0
425,0.047408301,0
426,0.02876797,0
427,0.040780677,0
428,0.14276556,0
429,0.04462804,0
430,0.040616462,0
431,0.087410962,0
432,0.068970793,0
433,0.046068848,0
434,0.059165148,0
435,0.045092338,0
436,0.109138212,0
437,0.073674122,0
438,0.043551127,0
439,0.056670478,0
440,0.065454983,0
441,0.073895036,0
442,0.064057785,0
443,0.047730769,0
444,0.076828025,0
445,0.067144564,0
446,0.050210053,0
447,0.078222356,0
448,0.046312176,0
449,0.033757225,0
450,0.067494874,0
451,0.067114974,0
452,0.061022116,0
453,0.05979203,0
454,0.047977195,0
455,0.130758312,0
456,0.035956878,0
457,0.056265542,0
458,0.061115473,0
459,0.067690473,0
460,0.151922019,0
461,0.078355951,0
462,0.068264505,0
463,0.156330746,0
464,0.265842763,0
465,0.084197784,0
466,0.072193117,0
467,0.054089253,0
468,0.066076485,0
469,0.082746421,0
470,0.076135725,0
471,0.042185146,0
472,0.049350046,0
473,0.093695517,0
474,0.050934395,0
475,0.060743003,0
476,0.084184661,0
477,0.085036188,0
478,0.054937422,0
479,0.073350212,0
480,0.141234146,0
481,0.054790102,0
482,0.044367402,0
483,0.076253588,0
484,0.069665735,0
485,0.062756295,0
486,0.048198275,0
487,0.054479724,0
488,0.086127939,0
489,0.134955718,0
490,0.082968556,0
491,0.06798677,0
492,0.187244913,0
493,0.107521785,0
494,0.039523265,0
495,0.120228603,0
496,0.15727541,0
497,0.059686643,0
498,0.044343309,0
499,0.15079643,0
500,0.164394456,0
501,0.122859748,0
502,0.059282366,0
503,0.064643033,0
504,0.047689701,0
505,0.045643776,0
506,0.038906311,0
507,0.055662771,0
508,0.106903232,0
509,0.057974966,0
510,0.083214007,0
511,0.0575008,0
512,0.057877148,0
513,0.062258813,0
514,0.133300119,0
515,0.058122106,0
516,0.060395743,0
517,0.04220848,0
518,0.175364611,0
519,0.064901611,0
520,0.071963643,0
521,0.056996804,0
522,0.05399599,0
523,0.06490719,0
524,0.041416756,0
525,0.060334826,0
526,0.083332405,0
527,0.057106687,0
528,0.169163319,0
529,0.085375423,0
530,0.054545039,0
531,0.067156849,0
532,0.057454891,0
533,0.116332839,0
534,0.044392948,0
535,0.135021013,0
536,0.071440234,0
537,0.044554258,0
538,0.058536125,0
539,0.037692038,0
540,0.04659485,0
541,0.121982012,0
542,0.050369677,0
543,0.06253959,0
544,0.056324204,0
545,0.217628918,0
546,0.069637601,0
547,0.059048941,0
548,0.082574859,0
549,0.065380671,0
550,0.052925272,0
551,0.146839571,0
552,0.063822497,0
553,0.044005271,0
554,0.099583703,0
555,0.146817085,0
556,0.066030589,0
557,0.064355122,0
558,0.077090378,0
559,0.16727674,0
560,0.08027511,0
561,0.063730321,0
562,0.058379158,0
563,0.078475921,0
564,0.045963523,0
565,0.060853125,0
566,0.108117472,0
567,0.068011593,0
568,0.044783111,0
569,0.193770965,0
570,0.056591463,0
571,0.053470935,0
572,0.090556344,0
573,0.048594003,0
574,0.168799913,0
575,0.070903409,0
576,0.031575343,0
577,0.081465635,0
578,0.049264158,0
579,0.134509329,0
580,0.051872649,0
581,0.053069518,0
582,0.100027506,0
583,0.317844816,0
584,0.07105474,0
585,0.043007977,0
586,0.1483821,0
587,0.053349481,0
588,0.067638455,0
589,0.094259241,0
590,0.056977046,0
591,0.075632237,0
592,0.077225809,0
593,0.047172275,0
594,0.279462105,0
595,0.04171411,0
596,0.044206427,0
597,0.096117521,0
598,0.069230055,0
599,0.080151919,0
600,0.23866712,0
601,0.104867961,0
602,0.071585505,0
603,0.046721372,0
604,0.056828252,0
605,0.182125425,0
606,0.103978876,0
607,0.061678932,0
608,0.10466501,0
609,0.041946176,0
610,0.112986422,0
611,0.163078273,0
612,0.064384063,0
613,0.04808285,0
614,0.140864593,0
615,0.062815093,0
616,0.199384222,0
617,0.056750272,0
618,0.032345142,0
619,0.209051611,0
620,0.173955005,0
621,0.079328181,0
622,0.104759121,0
623,0.075321516,0
624,0.092957932,0
625,0.053265433,0
626,0.118128411,0
627,0.054997512,0
628,0.06392833,0
629,0.066413003,0
630,0.162452212,0
631,0.066480056,0
632,0.04587632,0
633,0.044298054,0
634,0.082168793,0
635,0.075283212,0
636,0.081798658,0
637,0.052871583,0
638,0.043454668,0
639,0.151649083,0
640,0.096011765,0
641,0.137519778,0
642,0.040829185,0
643,0.14127558,0
644,0.07568853,0
645,0.080149675,0
646,0.17023363,0
647,0.050153699,0
648,0.052588381,0
649,0.048442098,0
650,0.087284388,0
651,0.194328254,0
652,0.115752812,0
653,0.232085457,0
654,0.058285838,0
655,0.066116225,0
656,0.064174234,0
657,0.108944648,0
658,0.08790935,0
659,0.158062417,0
660,0.224734017,0
661,0.170705444,0
662,0.062240933,0
663,0.270904228,0
664,0.052603082,0
665,0.098959358,0
666,0.078599855,0
667,0.227493687,0
668,0.080246888,0
669,0.076148673,0
670,0.057372604,0
671,0.13419747,0
672,0.081145543,0
673,0.05903357,0
674,0.048883813,0
675,0.232073058,0
676,0.163814748,0
677,0.063712922,0
678,0.101846229,0
679,0.071620972,0
680,0.070068029,0
681,0.108505948,0
682,0.098225902,0
683,0.347798264,0
684,0.180619173,0
685,0.034157869,0
686,0.106506733,0
687,0.185912004,0
688,0.044992998,0
689,0.096018613,0
690,0.069424448,0
691,0.069429427,0
692,0.071920742,0
693,0.060082456,0
694,0.050638184,0
695,0.085980584,0
696,0.071478237,0
697,0.069084233,0
698,0.063411752,0
699,0.331855868,0
700,0.064596853,0
701,0.187535119,0
702,0.164441569,0
703,0.241389162,0
704,0.079250286,0
705,0.388028334,0
706,0.061276299,0
707,0.07112814,0
708,0.153619404,0
709,0.223993428,0
710,0.085351526,0
711,0.200478556,0
712,0.099761837,0
713,0.10608041,0
714,0.29164777,0
715,0.243408445,0
716,0.054624035,0
717,0.062491001,0
718,0.047828723,0
719,0.088283691,0
720,0.06322022,0
721,0.178515717,0
722,0.061573262,0
723,0.060061359,0
724,0.120049655,0
725,0.187578354,0
726,0.07568746,0
727,0.113053731,0
728,0.051006628,0
729,0.118577543,0
730,0.366339954,0
731,0.08052281,0
732,0.175657968,0
733,0.052018206,0
734,0.209221905,0
735,0.065777542,0
736,0.063508256,0
737,0.159425412,0
738,0.221833617,0
739,0.202273178,0
740,0.213401941,0
741,0.08743072,0
742,0.064020372,0
743,0.144199182,0
744,0.036921431,0
745,0.187878518,0
746,0.074169096,0
747,0.193898202,0
748,0.054803962,0
749,0.087109305,0
750,0.204299934,0
751,0.204892994,0
752,0.210667256,0
753,0.0587164,0
754,0.062302093,0
755,0.131347943,0
756,0.221140269,0
757,0.132976415,0
758,0.069332432,0
759,0.213300995,0
760,0.244288776,0
761,0.107428112,0
762,0.197595651,0
763,0.04767775,0
764,0.192026676,0
765,0.195288962,0
766,0.061991484,0
767,0.137080599,0
768,0.189724666,0
769,0.189243291,0
770,0.223223526,0
771,0.188943802,0
772,0.338832255,0
773,0.141261038,0
774,0.172594462,0
775,0.04577651,0
776,0.069773858,0
777,0.179236586,0
778,0.064109988,0
779,0.29344343,0
780,0.083308922,0
781,0.230295043,0
782,0.158888929,0
783,0.262160058,0
784,0.060304735,0
785,0.075106063,0
786,0.159429476,0
787,0.158723168,0
788,0.221260968,0
789,0.241517054,0
790,0.052750001,0
791,0.182279173,0
792,0.19798314,0
793,0.109321075,0
794,0.191407346,0
795,0.080424967,0
796,0.22366485,0
797,0.231223203,0
798,0.198557839,0
799,0.188053636,0
800,0.364301102,0
801,0.351224309,0
802,0.169987161,0
803,0.062507994,0
804,0.214663368,0
805,0.234737797,0
806,0.163716682,0
807,0.196057424,0
808,0.211572348,0
809,0.224660918,0
810,0.055218993,0
811,0.165623008,0
812,0.215200412,0
813,0.136137548,0
814,0.200272709,0
815,0.194895076,0
816,0.039366569,0
817,0.040311666,0
818,0.095669472,0
819,0.222152641,0
820,0.152302615,0
821,0.25263816,0
822,0.275128592,0
823,0.265053778,0
824,0.196767296,0
825,0.218743312,0
826,0.3044857,0
827,0.23494358,0
828,0.183373041,0
829,0.206176693,0
830,0.2773245,0
831,0.194783172,0
832,0.262188367,0
833,0.075505524,0
834,0.189896661,0
835,0.212722815,0
836,0.322803493,0
837,0.275982886,0
838,0.037518661,0
839,0.186494382,0
840,0.225197216,0
841,0.231231624,0
842,0.202365811,0
843,0.209532729,0
844,0.051300616,0
845,0.216321064,0
846,0.212202865,0
847,0.192218519,0
848,0.102132103,0
849,0.22681856,0
850,0.235782933,0
851,0.300620769,0
852,0.373135627,0
853,0.232789658,0
854,0.228914579,0
855,0.197584428,0
856,0.163107411,0
857,0.191395012,0
858,0.221651967,0
859,0.224141378,0
860,0.183320166,0
861,0.239644111,0
862,0.193668695,0
863,0.183049578,0
864,0.172006417,0
865,0.252302262,0
866,0.071096217,0
867,0.223976966,0
868,0.243318272,0
869,0.258726454,0
870,0.254724085,0
871,0.235411377,0
872,0.141361987,0
873,0.289805133,0
874,0.31026021,0
875,0.212690841,0
876,0.296007566,0
877,0.207645258,0
878,0.216701098,0
879,0.186432698,0
880,0.217773944,0
881,0.17992428,0
882,0.193159322,0
883,0.225706572,0
884,0.222420373,0
885,0.060873361,0
886,0.060873361,0
887,0.060873361,0
888,0.060873361,0
889,0.060873361,0
